name,address,phone_national,phone_international,email,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,suburb_town,city,price,date_scraped,description,services
OTAHUHU DENTAL CARE,"357 Great South Road, Ōtāhuhu, Auckland 1062, New Zealand",09 276 7564,+64 9 276 7564,,https://otahuhudental.co.nz/,3.7,53,OPERATIONAL,https://maps.google.com/?cid=8586630505262295273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 6:30 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 8:30 AM – 4:00 PM; Sunday: Closed,dentist,Auckland,Ōtāhuhu,Auckland City,no_prices,2026-03-18,,
Otara Dental Centre,"Unit 4/3 Watford Street, Ōtara, Auckland 2023, New Zealand",09 274 9451,+64 9 274 9451,,https://www.healthpoint.co.nz/dentistry/general-dentist/otara-dental-centre/,3.8,19,OPERATIONAL,https://maps.google.com/?cid=15361022411014524759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Ōtara,Manukau,no_prices,2026-03-18,,
Pacifica Dental,"147 Great South Road, Manurewa, Manukau 1051, New Zealand",09 269 7074,+64 9 269 7074,,https://www.healthpoint.co.nz/dentistry/general-dentist/pacifica-dental/,3.4,10,OPERATIONAL,https://maps.google.com/?cid=17084313361687189762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Manurewa,Auckland City,no_prices,2026-03-18,,
Pakuranga Dental Surgery,"219 Pakuranga Road, Pakuranga, Auckland 2010, New Zealand",09 576 6720,+64 9 576 6720,,https://www.pakurangadental.net.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=15248781132618048381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Pakuranga,Manukau,no_prices,2026-03-18,,
Panmure Dental Centre,"Panmure, Auckland 1072, New Zealand",09 527 2580,+64 9 527 2580,,https://www.healthpoint.co.nz/dentistry/general-dentist/panmure-dental-centre-ltd/,5,8,OPERATIONAL,https://maps.google.com/?cid=8784564158906154530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 5:30 PM; Wednesday: Closed; Thursday: 8:30 AM – 1:00 PM; Friday: 8:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Panmure Auckland,Auckland City,no_prices,2026-03-18,,
Panmure Dentists,"188 Queens Road, Panmure, Auckland 1072, New Zealand",09 570 1764,+64 9 570 1764,,https://panmuredentists.co.nz/,4.9,111,OPERATIONAL,https://maps.google.com/?cid=8438578034923614661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Panmure,Auckland City,no_prices,2026-03-18,,
Papakura Dental,"205/207 Great South Road, Papakura, Auckland 2110, New Zealand",09 299 2030,+64 9 299 2030,,http://papakuradental.co.nz/,4.4,7,OPERATIONAL,https://maps.google.com/?cid=5903713401749642222&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 6:30 PM; Saturday: 9:30 AM – 3:00 PM; Sunday: Closed,dentist,Auckland,Papakura,Manukau,no_prices,2026-03-18,,
Papatoetoe Dental Care,"43 Tui Road, Papatoetoe, Auckland 2025, New Zealand",09 278 5819,+64 9 278 5819,,http://www.papatoetoedentalcare.co.nz/,4.5,11,OPERATIONAL,https://maps.google.com/?cid=16333698317511233912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 7:30 PM; Tuesday: 8:00 AM – 7:30 PM; Wednesday: 8:00 AM – 7:30 PM; Thursday: 8:00 AM – 7:30 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 1:30 PM; Sunday: Closed,dentist,Auckland,Papatoetoe,Manukau,no_prices,2026-03-18,,
Papatoetoe Dental Centre,"375 Great South Road, Papatoetoe, Auckland 2025, New Zealand",09 278 4830,+64 9 278 4830,,http://www.papatoetoedental.co.nz/,4.4,35,OPERATIONAL,https://maps.google.com/?cid=14737130889639369161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 10:00 AM – 3:00 PM; Sunday: Closed,dentist,Auckland,Papatoetoe,Manukau,no_prices,2026-03-18,,
Papatoetoe Family Dentist,"133 Kolmar Road, Papatoetoe, Auckland 2025, New Zealand",09 279 9100,+64 9 279 9100,,http://www.papatoetoefamilydentist.co.nz/,4.5,58,OPERATIONAL,https://maps.google.com/?cid=17721703907613047902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Papatoetoe,Manukau,no_prices,2026-03-18,,
Patrick Wong Prosthodontics,"BDO Tower Level 3/19 Como Street, Takapuna, Auckland 0622, New Zealand",09 416 0085,+64 9 416 0085,,http://www.prostho.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=4208022332608757029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Takapuna,North Shore,no_prices,2026-03-18,,
Pearl Dental Centre Remuera | Lumino The Dentists,"Level 1/134 Remuera Road, Remuera, Auckland 1050, New Zealand",09 361 7168,+64 9 361 7168,,https://lumino.co.nz/dentists/pearl-dental-centre-remuera/,5,17,OPERATIONAL,https://maps.google.com/?cid=1821272460992996446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Peninsula Dental Care,"unit 4/382 Te Atatu Road, Te Atatū Peninsula, Auckland 0610, New Zealand",09 834 2228,+64 9 834 2228,,https://www.healthpoint.co.nz/dentistry/general-dentist/oc-dental-limited-peninsula-dental/,4.7,20,OPERATIONAL,https://maps.google.com/?cid=12683659088051274536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Te Atatū Peninsula,Waitakere,no_prices,2026-03-18,,
Penrose Dental,"367 Great South Road, Penrose, Auckland 1051, New Zealand",09 579 8956,+64 9 579 8956,,http://www.penrosedental.co.nz/,4.9,111,OPERATIONAL,https://maps.google.com/?cid=5103721994982288401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:00 PM; Tuesday: 7:30 AM – 4:00 PM; Wednesday: 8:15 AM – 5:00 PM; Thursday: 7:30 AM – 4:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dentist,Auckland,Penrose,Auckland City,no_prices,2026-03-18,,
PerioCARE,"Unit J/100 Bush Road, Albany, Auckland 0632, New Zealand",09 414 7722,+64 9 414 7722,,https://lumino.co.nz/dentists/periocare/,4.8,40,OPERATIONAL,https://maps.google.com/?cid=2476731348790739464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 8:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Albany,North Shore,no_prices,2026-03-18,,
Petermanuson dental surgery Ltd,"109 Bentley Avenue, Glenfield, Auckland 0629, New Zealand",09 444 0415,+64 9 444 0415,,http://www.dentistglenfield.co.nz/,4.5,21,OPERATIONAL,https://maps.google.com/?cid=17239977716794796040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 5:00 PM; Tuesday: 9:30 AM – 5:00 PM; Wednesday: Closed; Thursday: 9:30 AM – 5:00 PM; Friday: 9:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Glenfield,North Shore,no_prices,2026-03-18,,
Polish and White Teeth Whitening By A Registered Hygienist,"69H Almorah Road, Epsom, Auckland 1023, New Zealand",021 153 1734,+64 21 153 1734,,https://www.polishandwhite.co.nz/,5,37,OPERATIONAL,https://maps.google.com/?cid=15832832126212707963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 10:00 AM – 12:00 PM; Sunday: Closed,hygienist,Auckland,Epsom,Auckland City,no_prices,2026-03-18,,
Ponsonby Accident & Emergency Dental,"1/1 Prosford Street, Ponsonby, Auckland 1011, New Zealand",09 376 9222,+64 9 376 9222,,https://www.ponsonbyaedental.co.nz/,4.5,45,OPERATIONAL,https://maps.google.com/?cid=16527434470702057235&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 1:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: 9:00 AM – 6:00 PM,dentist,Auckland,Ponsonby,Auckland City,no_prices,2026-03-18,,
Ponsonby Dental Boutique,"Corner of Franklin & Ponsonby Roads 183 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",09 377 7700,+64 9 377 7700,,http://www.183ponsonbydental.co.nz/,4.9,61,OPERATIONAL,https://maps.google.com/?cid=3789109546989356557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Ponsonby,Auckland City,no_prices,2026-03-18,,
Ponsonby Dentist | Lumino The Dentists,"Level 1/114 Ponsonby Road, Grey Lynn, Auckland 1011, New Zealand",09 361 2060,+64 9 361 2060,,https://lumino.co.nz/dentists/ponsonby-dentist/,3.9,85,OPERATIONAL,https://maps.google.com/?cid=9060722054583213503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:30 PM; Tuesday: 7:30 AM – 7:00 PM; Wednesday: 7:30 AM – 4:30 PM; Thursday: 7:30 AM – 4:30 PM; Friday: 7:30 AM – 5:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Grey Lynn,Auckland City,no_prices,2026-03-18,,
Ponsonby Teeth,"213 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",09 953 4093,+64 9 953 4093,,https://www.ponsonbyteeth.co.nz/,4.8,65,OPERATIONAL,https://maps.google.com/?cid=11273247512139927312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: 8:30 AM – 4:00 PM; Sunday: Closed,dentist,Auckland,Ponsonby,Auckland City,no_prices,2026-03-18,,
Prestige Dental,"3/3 Brian Smith Drive, Silverdale 0932, New Zealand",09 553 6490,+64 9 553 6490,,https://prestigedental.co.nz/,4.8,31,OPERATIONAL,https://maps.google.com/?cid=7095990922307442508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Silverdale Auckland,Rodney,no_prices,2026-03-18,,
Primecare Dental Highland Park,"5 Aviemore Dr, Highland Park, Auckland, Highland Park Drive, Highland Park, Auckland 2010, New Zealand",09 535 9529,+64 9 535 9529,,https://primecaredental.co.nz/contact-us/highland-park-east-auckland/,4.7,236,OPERATIONAL,https://maps.google.com/?cid=18239465195683325487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 6:00 PM; Sunday: Closed,dentist,Auckland,Highland Park,Manukau,no_prices,2026-03-18,,
Prisca Dental Centre,"68 Saint George Street, Papatoetoe, Auckland 2025, New Zealand",09 278 3430,+64 9 278 3430,,https://www.priscadentalcentre.co.nz/,4.9,46,OPERATIONAL,https://maps.google.com/?cid=14340377537497880774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Papatoetoe,Manukau,no_prices,2026-03-18,,
Pristine Dental,"3/30 Kolmar Road, Papatoetoe, Auckland 2025, New Zealand",0210 230 7900,+64 210 230 7900,,https://www.pristinedental.co.nz/contact-us/,4.7,12,OPERATIONAL,https://maps.google.com/?cid=8397040258790627145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 AM – 4:00 PM; Tuesday: 10:00 AM – 4:00 PM; Wednesday: 10:00 AM – 4:00 PM; Thursday: 10:00 AM – 4:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dentist,Auckland,Papatoetoe,Manukau,no_prices,2026-03-18,,
Project Dentistry,"Level 1/124 Hurstmere Road, Takapuna, Auckland 0622, New Zealand",09 666 1393,+64 9 666 1393,,http://www.projectdentistry.com/,5,2,OPERATIONAL,https://maps.google.com/?cid=9439050940463811153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Takapuna,North Shore,no_prices,2026-03-18,,
Pukekohe Dental,"190 King Street, Pukekohe 2120, New Zealand",09 238 6490,+64 9 238 6490,,http://www.pukekohedental.co.nz/,4.8,105,OPERATIONAL,https://maps.google.com/?cid=3525739685731607481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dentist,Auckland,Pukekohe,Manukau,no_prices,2026-03-18,,
Pure Oral Health,"126 Picton Street, Howick, Auckland 2014, New Zealand",09 532 8884,+64 9 532 8884,,https://www.pureoralhealth.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=12721619608751649282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 2:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: Closed,dentist,Auckland,Howick,Manukau,no_prices,2026-03-18,,
Quality Dental,"3D Delta Avenue, New Lynn, Auckland 0600, New Zealand",09 827 0078,+64 9 827 0078,,https://qualitydental.co.nz/,4.9,147,OPERATIONAL,https://maps.google.com/?cid=15414402482939968471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 3:30 PM; Tuesday: 9:00 AM – 3:30 PM; Wednesday: 9:00 AM – 3:30 PM; Thursday: 9:00 AM – 3:30 PM; Friday: 9:00 AM – 3:30 PM; Saturday: 9:00 AM – 1:30 PM; Sunday: 9:00 AM – 1:00 PM,dentist,Auckland,New Lynn,Waitakere,no_prices,2026-03-18,,
Quay Street Dental,"10/8 Quay Street, Auckland CBD, Auckland 1010, New Zealand",09 379 4888,+64 9 379 4888,,http://www.quaystreetdental.co.nz/,4.8,175,OPERATIONAL,https://maps.google.com/?cid=18213725601146388615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Auckland CBD,Auckland City,no_prices,2026-03-18,,
Queen Street Dental,"131 Queen Street, Pukekohe 2120, New Zealand",09 238 8343,+64 9 238 8343,,http://www.queenstreetdental.co.nz/,4.6,19,OPERATIONAL,https://maps.google.com/?cid=13218847434171964711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 2:30 PM; Saturday: Open 24 hours; Sunday: Closed,dentist,Auckland,Pukekohe,Manukau,no_prices,2026-03-18,,
Queen Street Dental Centre,"Level 1/87 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 373 2456,+64 9 373 2456,,https://www.queenstdentist.com/,4.9,20,OPERATIONAL,https://maps.google.com/?cid=2232408021547439888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Auckland CBD,Auckland City,no_prices,2026-03-18,,
Race Dental New Zealand,"20/24 Crummer Road, Grey Lynn, Auckland 1021, New Zealand",09 887 0327,+64 9 887 0327,,http://racedental.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=1491284884124614177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Grey Lynn,Auckland City,no_prices,2026-03-18,,
Ranfurly Dental Care,"235 Manukau Road, Epsom, Auckland 1023, New Zealand",09 630 8965,+64 9 630 8965,,http://www.ranfurlydental.co.nz/,4.7,21,OPERATIONAL,https://maps.google.com/?cid=8110247553195171505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Epsom,Auckland City,no_prices,2026-03-18,,
Re Dental Clinic,"1 Jervois Road, Herne Bay, Auckland 1011, New Zealand",09 600 1739,+64 9 600 1739,,http://www.re-dental.co.nz/,5,110,OPERATIONAL,https://maps.google.com/?cid=808740769092609403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 10:30 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Herne Bay,Auckland City,no_prices,2026-03-18,,
Riverside Dental Warkworth - Dr Seena,"UnitG, 11Neville Street, Warkworth 0910, New Zealand",09 422 3214,+64 9 422 3214,,https://www.riversidedentalwarkworthseena.co.nz/,5,5,OPERATIONAL,https://maps.google.com/?cid=13342178845933488338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Warkworth Auckland,Rodney,no_prices,2026-03-18,,
Rockfield Dental Centre,"86 Rockfield Road, Penrose, Auckland 1061, New Zealand",09 579 4180,+64 9 579 4180,,https://www.healthpoint.co.nz/dentistry/general-dentist/rockfield-dental-centre/,4.7,26,OPERATIONAL,https://maps.google.com/?cid=7276463017540826486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 7:30 AM – 4:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Penrose,Auckland City,no_prices,2026-03-18,,
Rosedale Dental,"372 Rosedale Road, Rosedale, Auckland 0632, New Zealand",09 414 2934,+64 9 414 2934,,http://albanydentist.co.nz/,4.8,101,OPERATIONAL,https://maps.google.com/?cid=15036279688194745558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 6:30 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Rosedale,North Shore,no_prices,2026-03-18,,
